Task_name,Participant #,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response
Movie Task-summer,subject_13,-9,20.2232649,6.6,9.5,2.7,7.8,7.4,7.4,2.1,3,3,5.2,5.4,3.1,3.6,5.3
Movie Task-c4,subject_13,-5,165.9532822,2.8,1.7,2.1,4.5,6.1,7.2,2.9,1.8,1.6,5.8,2.4,2.3,3.3,5
Movie Task-c4,subject_13,-5,146.9838402,3,9.1,2.7,4.7,8,3.8,4.7,2.6,3,3.9,5.6,5,2.1,4.7
Movie Task-c4,subject_13,-5,117.9270039,2.9,8.5,2.2,3.3,3,1.9,2.5,2.1,3,6,3.3,7.4,2.8,5.3
Movie Task-c4,subject_13,-5,101.6300071,3.6,8.1,2,4.8,5.9,6.8,2.9,2,1.7,2.6,4.9,6.9,2.6,4.9
Movie Task-c4,subject_13,-5,189.0853445,3.7,8.9,2,6.8,7.4,3.4,5,4.4,5.9,4.9,3.5,6.3,8.9,5.8
Movie Task-c4,subject_13,-5,13.0336441,3.3,7.9,2.3,2.1,2.4,10,3.6,2.3,3.4,2.8,5,6.1,8.6,4.8
Movie Task-lms,subject_14,-9,201.4729071,4.8,3.7,5.9,6.5,2.3,3.1,6.5,6,5,5.6,4,5.2,2.5,3.3
Movie Task-lms,subject_14,-9,134.5228718,5,7.1,3,7.5,3,5.4,4,2.8,1.9,5,4.6,7.3,5,5.1
Movie Task-lms,subject_14,-9,171.9362761,3.3,9,5.8,8.4,2,5.8,4.8,3.4,3.8,4.7,3.8,5.2,6.1,5.6
Movie Task-lms,subject_14,-9,165.7490397,3.7,5,4,3.4,2.5,4,5,5,6.4,3.2,4.7,4.3,4.1,5
Movie Task-lms,subject_14,-9,103.4657392,5,7,6,8.4,1,7,4.7,4,2,5,3.5,5.9,5,4.2
Movie Task-lms,subject_14,-9,12.7334792,3.1,8,5.1,7.4,1,1,1,1,3.2,5,3.5,5,9,5
Movie Task-c4,subject_14,6,98.2978171,3,10,4.4,7.7,1,1,3.7,2.9,3,2.7,5,5.4,8,4.1
Movie Task-c4,subject_14,6,166.6487855,3.5,6.9,5.5,7,1,1,5.1,3.6,3,5,4,5,7.5,5.2
Movie Task-c4,subject_14,6,114.2244408,3.4,7.2,3.4,6.6,1,1,4.9,4.6,4.6,4.1,4,5,4.1,4.9
Movie Task-c4,subject_14,6,116.9927155,3.6,4.9,5.3,6.2,1,1,7.1,3.1,3.7,7.4,3.1,6.6,7.2,3.4
Movie Task-c4,subject_14,6,144.5148829,4.8,4.3,5.9,6.7,1,1,2,5.6,5.3,5,4.1,4,6.9,2.3
Movie Task-c4,subject_14,6,21.8323099,3.2,5,7,8,1,1,4.1,2,3.4,3.9,4.2,5,6.5,3
Movie Task-summer,subject_14,14,150.9563797,4,5,5.5,6.4,1,1,9,3,4.7,4.1,3.4,5,5.8,6
Movie Task-summer,subject_14,14,114.791013,4,8.1,3.6,5.5,2.9,5.8,1,3.4,3.2,3.9,3.5,6.1,8,7.8
Movie Task-summer,subject_14,14,163.8465635,3.9,10,3,7.3,1,7,2.9,3.4,2.9,4.5,3.1,4,5,10
Movie Task-summer,subject_14,14,177.1742362,2.4,10,5.3,6.1,1,7.5,3.1,3,3.4,4.8,4.4,3.8,9,7.5
Movie Task-summer,subject_14,14,98.6442607,7,10,5.6,6.2,1,7,3.3,3.5,1,4.4,2.6,3.6,8.2,1
Movie Task-summer,subject_14,14,8.1573718,3,8.1,7.8,6.5,1,5,3.9,5,3.4,3,3.2,3,8,2.4
Movie Task-c4,subject_19,6,207.7084064,5.5,1,1,1,1,1,1,4.6,1,6,9,1,6.1,7.9
Movie Task-c4,subject_19,6,159.7102585,1,3,1,5.6,1,1,1,1,6.2,7.8,1,1,1,9
Movie Task-c4,subject_19,6,114.7903083,1,6.4,7.4,1,1,1,1,1,1,1,8.9,8.6,8.4,1
Movie Task-c4,subject_19,6,132.2714644,1,1,1,1,1,3.5,1,1,2,1,5,5.2,1,5.2
Movie Task-c4,subject_19,6,128.251702,1,1,1,1,1,3,1,1,1,1,5,1,1,5.1
Movie Task-c4,subject_19,6,6.0526521,1,1,1,1,1,1,1,1,1,6,1,1,1,5
Movie Task-lms,subject_19,5,141.2984586,1,1,1,1,1,1,1,1,1,1,5,1,1,5
Movie Task-lms,subject_19,5,145.0497198,1,1,1,1,1,1,1,1,1,1,5,1,1,5
Movie Task-lms,subject_19,5,127.8174975,10,10,9.1,1,1,1,1,5,8.3,8.1,1,9,6,10
Movie Task-lms,subject_19,5,112.1557092,1,1,6,1,1,1,1,1,1,1,5,1,1,4.8
Movie Task-lms,subject_19,5,149.8688073,2,1,10,3.1,7.1,3,1,2,9,4,7,5,6,5.3
Movie Task-lms,subject_19,5,8.2023619,1,1,3,1,1,1,1,1,1,2,6.2,5,1.9,7.6
Movie Task-summer,subject_19,13,153.0406357,2.6,6,1,1,1,1,1.5,1,1,1,2.6,1,1,4.9
Movie Task-summer,subject_19,13,115.825893,4.1,6.1,9,6.6,1,10,1,4.5,7.6,3.4,1,10,1,10
Movie Task-summer,subject_19,13,158.9598498,1,1,1,1,1,1,1,1,1,1,5,1,1,5
Movie Task-summer,subject_19,13,157.2577026,3.9,1,1,1,1,1,6.7,1,1,1,7,2.9,1,1
Movie Task-summer,subject_19,13,102.5305032,4.4,10,1,9,1.8,1,1,1.1,5.5,1,4.7,10,10,10
Movie Task-summer,subject_19,13,9.4505194,1,1,1,1,1,2.8,1,1,1,1,1,1,8.2,10
Movie Task-c4,subject_20,11,198.7256769,4,8.4,5,6.4,8.2,6,6.4,1,4.7,2,4,4.5,3,7
Movie Task-c4,subject_20,11,123.9820445,6.4,6.5,10,6.1,8,4.1,5.1,1,6.8,1,4,3.7,8.5,4.7
Movie Task-c4,subject_20,11,162.3797006,4.3,8.3,6.6,5.8,6.8,8,9.2,5.5,4,4.4,3.7,4.7,6.1,4.3
Movie Task-c4,subject_20,11,158.7103821,4.9,7.2,6.8,7.6,8.7,3.7,6.6,3.6,4.8,2.7,4.6,5.5,8,3.5
Movie Task-c4,subject_20,11,97.0932305,6.2,7,3.9,5.3,7.5,8.6,3.9,6.1,7.5,4.4,4.5,4,8.4,5
Movie Task-c4,subject_20,11,4.9845003,3.1,7.7,6.5,6.6,4.2,6.6,4.8,3.8,4.5,2.3,4.7,4.7,3.2,6.1
Movie Task-lms,subject_20,-10,182.0488549,3,3.8,2.4,8.2,7.5,4.6,10,2.5,5,3.6,8.2,7.6,4.5,3.7
Movie Task-lms,subject_20,-10,98.3628418,7.4,4,6,7.3,5.3,5.8,7.7,4.6,4.6,1,6.7,5.1,8,8.1
Movie Task-lms,subject_20,-10,81.266414,3.8,5,3.9,7.5,5.1,5.3,7,4.1,5.2,1,4.1,3.8,7.7,7
Movie Task-lms,subject_20,-10,187.3502306,6.1,4.2,2.7,6.9,7,3.9,9.1,3,7.1,1,5,7.2,7.9,8.3
Movie Task-lms,subject_20,-10,127.0018394,3.9,8.6,4.5,8,5.2,4.5,4.4,2,5.3,1,7.1,3.1,7.1,6
Movie Task-lms,subject_20,-10,3.8462149,4.1,7.6,4.5,6.8,7.5,7.8,6.7,2.5,5.2,1,4.9,5.2,6.7,6.9
Movie Task-summer,subject_20,14,142.7850349,2.8,8,2.9,8,7.4,5,4.1,3.5,5.8,1,5.9,7.1,7.7,5.2
Movie Task-summer,subject_20,14,141.01225,4.9,7.4,4.8,6.9,5.1,7,3.6,2.6,5.9,3,5,3.4,7.7,8.5
Movie Task-summer,subject_20,14,129.5360385,4.1,8.5,5.1,3.3,8,4.5,8.8,3.3,4.7,2.5,7.8,6.8,8,8.4
Movie Task-summer,subject_20,14,110.988914,5.2,7.2,5,6.1,7.4,7.7,5.3,6.8,5.2,4.7,4.9,4.1,7.1,7
Movie Task-summer,subject_20,14,141.1623034,6.8,9.1,8.8,6.5,6.8,7.4,8,2.3,4.3,4.4,4.2,6.1,6.1,4.4
Movie Task-summer,subject_20,14,3.1746259,5.1,6.8,3.8,5.6,5.2,6.9,6,4.6,5.1,3.2,3.4,4,4.9,3.2
Movie Task-c4,subject_21,-14,159.6113034,6.8,3.3,6.6,7.3,1,1.7,4.3,6.4,7.8,7,3,4.2,5.3,4.3
Movie Task-c4,subject_21,-14,157.3610039,1.5,2,3,5.6,4.2,3.2,3.2,1,8.6,10,2,2.4,3.6,6.4
Movie Task-c4,subject_21,-14,133.7914903,5.4,1.8,2.5,1.1,1,1,1,3,10,1,1,1,1,5.2
Movie Task-c4,subject_21,-14,116.6932105,6.8,3.7,10,7.8,1,1,6.7,9,4.1,8.8,1,9,8.5,5.4
Movie Task-c4,subject_21,-14,144.3498054,6.6,3.7,5.7,1,1,1,4,6.2,3,10,1.9,2,5.6,5.6
Movie Task-c4,subject_21,-14,13.7050374,1,1,1.1,1,1,1,1,1,1,1,1,1,1,5.6
Movie Task-summer,subject_21,10,183.7659573,7.9,7,1,6.6,1,1.5,7.2,7.6,1,10,1,9.3,4,4
Movie Task-summer,subject_21,10,113.8746877,3,1,1.5,6.4,3,1,1.2,7.1,1,7.8,2,8.3,6.8,5.8
Movie Task-summer,subject_21,10,103.9843126,7.2,7.5,4.3,6.9,2,2.8,7.5,2.4,3.3,7.2,3.1,7.5,2.9,4.2
Movie Task-summer,subject_21,10,149.0370751,6.6,1,6.6,8,1,1,7.1,1.1,3.5,7.5,3,7,3.8,6.9
Movie Task-summer,subject_21,10,101.848415,1,2,1,1.1,2,2.7,3.4,1.7,2.4,2.5,2,4,1,5.3
Movie Task-summer,subject_21,10,7.1693074,1,1,1,1,1,1,1,1,1,1,1,1,1,7.3
Movie Task-lms,subject_21,15,148.47482,4.2,1.5,1,1,1,1,1,1,1.3,2.8,1,6.8,1,1.5
Movie Task-lms,subject_21,15,68.3550952,1,1,1,1,1.6,1,5.6,1,1,1,1.2,1,1.1,4.4
Movie Task-lms,subject_21,15,221.5809333,1.2,1.4,1,1,1.1,1,4.6,1,1,1.9,1.1,1,1.1,1
Movie Task-lms,subject_21,15,68.7383934,2,1,1,1,1.1,1,6,1,1,8,1.9,1,1.2,6.2
Movie Task-lms,subject_21,15,130.4713615,1,2.3,7.5,2.4,4.4,1,1,4.5,1,1,2.6,6.4,10,8.1
Movie Task-lms,subject_21,15,6.9122802,1.5,1,1,1.2,1,1.3,1,1,1,1.2,1,1,1,1
Movie Task-lms,subject_22,-9,146.6240594,7.1,3.5,7.2,6.9,1,1,1.5,2.1,1.1,4,7.7,7.6,2.1,2.3
Movie Task-lms,subject_22,-9,209.9165658,2.9,1,6,1,1,2.7,6.8,4,2.9,1,6.9,7,6,2.9
Movie Task-lms,subject_22,-9,87.0032954,4.3,1,5.2,1,3.6,1.5,7.2,4.4,3.1,2.3,6.9,3.3,4.3,4.4
Movie Task-lms,subject_22,-9,72.3093067,3.7,1,5.9,1,1,5.9,7.2,2.5,1.5,2.7,6.9,2.5,5.8,6
Movie Task-lms,subject_22,-9,173.6880731,2.9,1,3.5,3,1.1,1,7,1.7,3.3,3.2,7.3,2.6,2.4,6.9
Movie Task-lms,subject_22,-9,6.9289739,2.2,1,3.8,1,2,1.3,7.5,1.3,1,2.5,8.2,2.7,3.5,6.1
Movie Task-summer,subject_22,10,172.923553,2.9,8,1.3,1,1,7.9,4.6,2.6,7.3,3.5,7.4,3.9,7.7,8.6
Movie Task-summer,subject_22,10,144.0475174,2.8,6.9,1.7,1,1,7.7,1.1,4.4,8.5,6.2,2.6,1,8.2,9.8
Movie Task-summer,subject_22,10,113.3729799,2.9,2.3,1.4,1,1,2.8,1,3.3,2.3,6.3,2.5,2.5,3.4,8
Movie Task-summer,subject_22,10,99.4959492,2.7,2.5,2,1,1,1,1.2,2.1,2.6,6.1,3.1,1.3,2,7.5
Movie Task-summer,subject_22,10,188.2326662,6.8,5.4,6.6,1,1,6.5,1.5,6.1,7.9,7.6,2.7,2.8,10,9.5
Movie Task-summer,subject_22,10,12.3621251,2.9,1.7,7.6,1,1,6.4,2.9,1.9,6.7,3.1,7.7,4.4,7.4,8.2
Movie Task-c4,subject_22,7,176.8795145,8.1,9,9.5,1,1,7.6,1,10,10,4.8,2.4,8.7,10,5.6
Movie Task-c4,subject_22,7,112.872896,4.1,2.2,4.4,1,1,1,1,6.1,6.8,3,2.5,1.6,1.8,8.2
Movie Task-c4,subject_22,7,97.4940856,9.9,8.2,3,1,1,9.3,1,9.8,2.5,5.9,1.7,6.6,3.3,3.4
Movie Task-c4,subject_22,7,143.1470984,7.6,10,7.9,1,1,9.5,7.1,9.4,7,4.9,2.3,3.7,7.6,4.6
Movie Task-c4,subject_22,7,97.6956657,8.3,10,9.5,2,6.8,9,9.2,9.6,4.8,3.6,3,2,7.7,6
Movie Task-c4,subject_22,7,6.5510863,5.3,2.4,1.3,1,1,1.6,7.8,6.9,2.7,2,7.3,3.1,1.8,5.6
Movie Task-lms,subject_23,-5,133.5719259,9.6,7,8.6,8,1,9.1,1.7,4.6,2,2.5,2.9,7.3,6.6,2.8
Movie Task-lms,subject_23,-5,114.8240585,7.4,8.9,10,9.2,4.5,7,8.9,2.3,9.6,9.7,8.9,8.5,7.6,1
Movie Task-lms,subject_23,-5,133.1240661,3.5,2.8,2,5.5,2.7,7.6,6.1,1.9,1.4,2,2.1,1.8,7.3,1.3
Movie Task-lms,subject_23,-5,147.4500167,8.5,2.3,10,7.1,2.3,2.1,2,3.1,2.5,2.8,3,6.5,8.4,8.7
Movie Task-lms,subject_23,-5,165.5985427,6.5,1.4,10,8,4.2,3.1,1.6,1.1,2.6,1.4,10,5.5,10,1.3
Movie Task-lms,subject_23,-5,21.6601532,9.4,9,10,10,2.3,7.2,2.2,2.6,8.4,4.4,10,9.6,10,2.1
Movie Task-c4,subject_23,-7,94.2786463,8.8,7.4,10,2.4,10,9.8,1,1.4,8.6,8.9,9.5,7.1,2,1
Movie Task-c4,subject_23,-7,144.1314985,10,10,10,2.1,3.3,2.1,1,1,9.4,1.5,10,8.5,10,2.2
Movie Task-c4,subject_23,-7,159.1605926,7.8,3.1,10,3.4,1,2.1,1,1.7,2,6.9,2.3,1,2.6,2.3
Movie Task-c4,subject_23,-7,99.9458713,8.1,1.5,10,1,2.3,7.3,1,1,1,6.7,1,2.3,10,1.3
Movie Task-c4,subject_23,-7,176.7585799,8.8,8.7,10,1.5,2.5,9.3,1.1,1,7.4,7.7,6.6,7.2,10,1.8
Movie Task-c4,subject_23,-7,7.9357353,8.3,7.7,10,7.5,1.7,8.5,7.9,2.4,6.7,1,1.5,1.1,10,2.8
Movie Task-summer,subject_23,-8,91.7770619,7.5,8.1,10,2.9,1.4,9.8,10,1,7.4,1.1,1.5,7.9,1.3,4.2
Movie Task-summer,subject_23,-8,158.2086977,4.2,9.2,9.8,1.9,9,9.9,10,2.4,7.9,1,9.3,7.1,6.9,7.7
Movie Task-summer,subject_23,-8,114.2565731,6.4,7.6,10,1.3,9.6,7.8,9.1,1.1,1.4,1.9,2.4,8,8.4,9.2
Movie Task-summer,subject_23,-8,112.9894402,3.1,6.2,9.4,2.6,9.2,9.1,9.9,1.7,7.5,1.3,10,2.5,7.9,9.2
Movie Task-summer,subject_23,-8,144.7810822,10,9,10,8.2,8.5,7.9,9.2,2.7,1.3,6,10,10,10,1
Movie Task-summer,subject_23,-8,7.1967598,7.5,8.9,9.7,8.2,1.1,8.2,7.5,3.3,7.5,1.7,8.7,3.9,8.9,1.4
Movie Task-summer,subject_24,14,191.0573061,3.4,7.2,4.2,5.8,2.1,7.4,3.8,4.3,7.5,6.5,3,4.8,7.7,7
Movie Task-summer,subject_24,14,73.5576113,7.4,9.1,6,2.9,1.8,9,3.7,3,6.7,7.1,8.9,6.3,9.4,10
Movie Task-summer,subject_24,14,223.0599474,10,10,5.6,2.9,2.2,10,8,6,7.5,8.3,8.9,3.5,9.5,9.9
Movie Task-summer,subject_24,14,72.0411372,2,1.9,2.6,2.1,2.7,3,3,1.8,2.3,2.6,10,5,5,8.8
Movie Task-summer,subject_24,14,131.4035204,10,10,8,3.3,4,8.3,8.4,7.9,8,8,2,8.3,10,5
Movie Task-summer,subject_24,14,6.7820292,4.6,2.7,3,1.8,2.8,8.4,7.1,2.4,3.6,8,8,3,8,5.5
Movie Task-c4,subject_24,-7,117.3750877,1,8.1,9,3.5,2.7,2.1,8.1,9.1,9,1.2,8.3,8.3,8.3,5
Movie Task-c4,subject_24,-7,115.774476,7,8.9,4.6,4.3,1,7,6.8,7.2,2.1,4.4,6.9,6.5,7.9,5.9
Movie Task-c4,subject_24,-7,127.2170517,7.3,3.9,3.2,9.4,5.8,9,7.9,3.6,6.6,5.1,6,6.7,7.1,6
Movie Task-c4,subject_24,-7,145.6505967,7,8.6,6.7,9,5.3,8.2,7.9,1.7,4.6,6.5,7.8,7.9,7.3,5.7
Movie Task-c4,subject_24,-7,157.6583896,5,6.6,7.4,7.6,7.4,7,1.6,2.8,6.3,8.3,3.8,2.7,6.7,3.8
Movie Task-c4,subject_24,-7,18.8416939,4.1,6.6,5.1,7.5,3,5.7,4.9,6.1,6.3,6.3,4.3,3.3,7,6.1
Movie Task-lms,subject_24,-6,109.0146136,5.4,7.2,1,4.3,5.1,4.5,3.8,3.9,2,5.9,2.8,4.9,3.5,6
Movie Task-lms,subject_24,-6,115.1570857,8.9,10,8.1,6.7,7.3,7.5,9.7,5.1,9,8.4,7.1,9.1,8.2,4
Movie Task-lms,subject_24,-6,128.9201344,7.6,8.4,5.7,8.4,5.4,7.5,4.6,6.5,8.2,2.9,2.3,3.7,9,4.2
Movie Task-lms,subject_24,-6,142.9135495,2.7,4.4,3.2,3.1,4,3.1,2.6,1.2,2.7,2.5,2.4,3.7,2.5,5.7
Movie Task-lms,subject_24,-6,158.257189,7,7,3,3,7,3,8,9,7,6,6,7,2,3
Movie Task-lms,subject_24,-6,7.4743047,4,7,8,8,10,8,3,2,4,2,3,9,5,9
Movie Task-summer,subject_25,-7,111.6525825,5.6,9.1,2,6.6,5.4,7,2,7.8,4.7,5.5,4.3,7.5,4.2,3.8
Movie Task-summer,subject_25,-7,221.4793466,4.1,9.3,2.3,8.1,3.8,8.4,8.5,7.1,6,8.8,6.4,7.9,6.8,3.9
Movie Task-summer,subject_25,-7,163.132131,4.8,7.9,1.2,8.7,8,7,9.3,7.2,6.2,6.6,8.3,8.1,6.5,2.8
Movie Task-summer,subject_25,-7,130.2224635,4.9,10,6.4,9.3,2.3,7.1,7.6,8.8,10,3.8,8,7.7,7,5
Movie Task-summer,subject_25,-7,126.6342433,10,8.5,10,8,3.1,6.1,5.4,8.2,8.8,7.8,2.2,7.7,9,5.3
Movie Task-summer,subject_25,-7,9.0827644,6.3,6.9,3.1,7.9,4,8.5,8,7.2,5.1,7,4.5,5.4,8.8,4.9
Movie Task-lms,subject_25,6,149.9588486,5.8,9.6,1.8,9.1,3.6,3.8,2.5,6.2,3.1,3.9,2.7,7.9,4.2,6.4
Movie Task-lms,subject_25,6,142.5971783,5,6.3,6.2,7.3,2.5,3.6,6.8,6.2,5.9,6.4,2.9,4.9,4.7,6.7
Movie Task-lms,subject_25,6,116.4096458,4.9,8.3,5.8,8.2,4.8,9,7.5,3.2,7.4,8.2,3.4,8.2,2.2,8.8
Movie Task-lms,subject_25,6,191.9231511,8.2,8.1,3,8,3.2,5.6,10,9,6.8,7,8,3.6,4,4
Movie Task-lms,subject_25,6,101.5158069,7.9,5.9,4.7,7.1,2.6,8.7,3.3,10,10,7,4,7.9,8.5,4.9
Movie Task-lms,subject_25,6,8.7198171,3.2,6.7,2.7,6.1,2.2,10,6.8,3.3,5,5.9,1.6,4.9,4.4,9.3
Movie Task-c4,subject_25,10,107.8395959,6.8,3.1,2.3,9,3.6,6.5,7,7.4,7.3,5.9,8.4,4.9,9.4,7.4
Movie Task-c4,subject_25,10,194.3727523,3,10,6.9,9,9,4.6,10,6.5,8,9,6.4,7.3,8.1,3.8
Movie Task-c4,subject_25,10,165.1156504,9,10,6.1,7.9,2,6.6,8.3,9,9.6,7.9,6.8,7.7,8.5,3.1
Movie Task-c4,subject_25,10,129.688083,6.8,10,4.9,8,5.1,7.2,8.3,6.3,7.5,5.6,5.1,5.6,7.4,4.9
Movie Task-c4,subject_25,10,122.7821358,4.9,10,6.4,6.4,2.8,6.5,7.1,8.4,8,6.5,3,6,9.5,3
Movie Task-c4,subject_25,10,25.5344195,5,7,5.5,8,8.2,7.1,3.9,4.7,7,6.8,10,6.8,1.7,6
Movie Task-c4,subject_26,8,129.3329613,3.6,2.5,2.9,5.1,6.4,1.5,1,6,3.7,2.3,7,4.1,2,5.1
Movie Task-c4,subject_26,8,169.9180918,3,5.7,2.4,5,1,3.6,1,2.5,2,1,5.3,4.3,3.4,5
Movie Task-c4,subject_26,8,121.6132883,2,3.5,5.4,4,1,2,1,1.6,1.3,1,6,6.5,2.3,5
Movie Task-c4,subject_26,8,113.4552796,3.2,5.2,2.9,8.2,7.5,1.7,3.8,4.7,4.1,3.4,5,4,1,5.2
Movie Task-c4,subject_26,8,144.6818056,4.6,2.7,2,3.5,2.8,3.6,2,4.5,10,2.4,4.1,3.7,4,4.5
Movie Task-c4,subject_26,8,7.1573096,3.7,4.5,5,3.1,3.5,3.2,1.4,4,3.6,1.4,5.2,4.2,2.3,5
Movie Task-summer,subject_26,13,142.5667066,2.9,2,2,4.7,3.6,1,3,5.9,2,1,4.1,3,2.2,9.4
Movie Task-summer,subject_26,13,133.1888583,4.8,3,2,4.5,6.8,2,3.3,3.1,4.5,1,4.9,4.2,4,9
Movie Task-summer,subject_26,13,116.859169,3.7,4.1,2.7,5.4,6,4.3,2.2,3.8,4.3,1,3.7,4.4,7,9
Movie Task-summer,subject_26,13,192.085888,3.5,6.9,2.3,1.7,3.2,8,4.1,4.1,4.2,1.3,4.1,5.4,4.2,7.1
Movie Task-summer,subject_26,13,57.4619015,4.3,7,2.2,4.6,2.3,3,3.5,3.8,3.2,2.3,4.8,4.9,2.7,4.3
Movie Task-summer,subject_26,13,7.8259144,4.5,6.6,2.8,4.6,2,2,3.6,6.7,3.1,1,5.7,4.6,3.1,5.5
Movie Task-lms,subject_26,-7,99.0355664,3,3.7,2.5,3.9,2.6,1,2.5,2.5,2.6,1,5.3,4.5,1,5.6
Movie Task-lms,subject_26,-7,145.2654457,3,2.9,3,5.3,2.9,5.2,5.4,3.4,3,2.4,4.9,3.7,2.2,4.9
Movie Task-lms,subject_26,-7,162.2277558,2.7,3.2,5.4,2.1,3.1,2,2.5,3.1,3,1,6,4.9,1.5,6.2
Movie Task-lms,subject_26,-7,98.7451366,3.2,4.3,1.8,4.3,2,4.6,1,2.3,2.9,1,4.8,3.3,2.4,6.7
Movie Task-lms,subject_26,-7,177.3242643,3.8,5.4,3,3,2.7,4,2.9,5,4,1,5.5,5.8,1.7,6
Movie Task-lms,subject_26,-7,8.674934,3.6,4.6,1,5.4,6.1,2.2,3.7,3.2,3,1,4.3,4.9,1,5.2
Movie Task-lms,subject_28,10,239.8098053,5.8,8,7.9,6.8,8.1,8,8,2.9,3.5,4.9,2.4,4.3,2.6,2.3
Movie Task-lms,subject_28,10,117.1753265,7.3,6.6,5,6.5,5.9,8.2,5.8,3.4,3.4,2.5,4.3,4.3,3.6,5
Movie Task-lms,subject_28,10,147.2664531,7.5,7.8,7.5,8,2.6,6.5,7.2,8.6,7,6.2,2.6,2.6,6.3,5
Movie Task-lms,subject_28,10,102.8469871,6.5,4.2,6.1,3.7,6.5,7,7.2,7.3,7.3,5.6,1.2,4,6.1,5
Movie Task-lms,subject_28,10,165.6654365,5.9,8.5,4.8,6,6.5,7,7.9,3.9,5.9,4.4,4.3,4.7,3.4,5.2
Movie Task-lms,subject_28,10,13.9742234,5,6.7,4.9,6.5,6.2,6.4,6.9,4.4,6.8,4.2,4.5,6.4,7.3,3.3
Movie Task-c4,subject_28,7,168.5713649,4.4,6.9,3.4,7.4,4.9,7.2,7.9,3.1,6.9,2,4,4.8,6.3,5
Movie Task-c4,subject_28,7,142.1625119,4.6,5.7,3.6,5.7,6.1,6.8,6.7,5.7,2.2,1.4,4.2,6.3,3.2,7.4
Movie Task-c4,subject_28,7,114.3571699,4.2,6.2,6.7,6.5,6,6.8,3.9,5.1,6.6,3.1,4.5,5.8,6.3,6.7
Movie Task-c4,subject_28,7,96.7763799,5.8,7.2,5.8,6.7,6.6,6.7,6.5,6.1,6.5,4.1,3.9,4,6.1,5.9
Movie Task-c4,subject_28,7,190.2013836,6.7,6.4,4.5,4.8,6.5,6.3,6.4,6.6,6.7,3,3.5,4.7,6.5,6
Movie Task-c4,subject_28,7,5.9616586,4.1,7,6.5,4.2,4.2,6,7.7,3.4,6.3,6.3,8.1,5.8,7.4,5.4
Movie Task-summer,subject_28,-7,159.5644335,6.3,6.9,6.7,5,5.2,7,6.5,7,7,3.4,3.1,5,7.5,4.9
Movie Task-summer,subject_28,-7,156.9574873,6.7,7.8,7.8,4.4,5.5,8.6,6.3,6.2,5,2.7,4.4,5.5,7.5,7.3
Movie Task-summer,subject_28,-7,113.1727694,7,8.1,6.8,7.4,6,7,4.7,4.8,6.7,6.1,3.2,6.5,8.5,4.5
Movie Task-summer,subject_28,-7,131.9709622,5.8,7.1,6.3,6.4,4.4,6.9,4.9,6.2,4.5,3.2,4.1,6.1,6.8,6.2
Movie Task-summer,subject_28,-7,126.8004661,5.8,7.2,6.6,5,4.6,7.4,6.1,4,5.1,2.9,4,4.3,5.6,5.8
Movie Task-summer,subject_28,-7,3.8946342,4.1,9,3.6,4.6,6,7.9,8.2,4.7,3.6,1.5,3.2,6.7,7,5.4
Movie Task-summer,subject_29,8,143.3448808,7,10,1,8.8,10,10,1,5.3,8.1,3.4,10,8.3,1,7.8
Movie Task-summer,subject_29,8,117.4929069,2.5,3,1,1,1,1,1,2.6,2.6,1,10,1,5.2,4.6
Movie Task-summer,subject_29,8,141.9116721,1,5.7,1,1,1,2.2,1,1,1,1,10,1,1,5.5
Movie Task-summer,subject_29,8,129.2540754,2,2,1,2.6,3.4,3.7,1,2,1,1,7.9,1,1,6.4
Movie Task-summer,subject_29,8,98.3609669,3.2,1,1,1.3,1,2.2,6.6,1.9,1,2.2,3.1,2.6,3.9,3.2
Movie Task-summer,subject_29,8,7.7052927,2.9,5.6,1,1,2.2,3.6,3.2,2.7,1,2.5,3.9,2.7,2.8,4.9
Movie Task-c4,subject_29,-13,202.8819273,1,1,1,1,1,2.8,1,1,1,1,8.1,1,1,7.6
Movie Task-c4,subject_29,-13,112.4241915,1,1,1,1,1,1,1,1,1,1,10,1,1,5.5
Movie Task-c4,subject_29,-13,142.896031,7.8,9.2,1,5.5,8.1,8.3,1,7.8,1,1,10,7.7,1,7.3
Movie Task-c4,subject_29,-13,105.3517984,9.5,10,1,9,9.4,10,2.8,9.9,1,1,10,10,5,8.4
Movie Task-c4,subject_29,-13,176.873494,10,10,1,9.2,9.9,10,3.3,9.7,1,1,10,10,1,8.2
Movie Task-c4,subject_29,-13,13.4795671,10,10,1,9,10,10,3.2,9.4,1,1,10,10,1,7.9
Movie Task-lms,subject_29,14,177.6289936,6.9,7.9,3.3,8,6.5,6.3,9.4,3.8,1,8.1,1,4.1,1,1.8
Movie Task-lms,subject_29,14,112.905162,4.3,8.4,1,8.5,7.3,3.9,8.4,3,1,6.6,2.9,2.8,1,2.9
Movie Task-lms,subject_29,14,97.0599983,1,1,1,1,1,1,1,1,1,1,10,1,1,5.5
Movie Task-lms,subject_29,14,141.9455453,5.3,10,1,7.6,8.4,6.7,1,3.7,1,1,10,7.8,1,7.7
Movie Task-lms,subject_29,14,98.5963181,1.9,5.5,1,3.6,3.3,2.8,1,2.5,1,1,8.3,2.2,1.3,6.2
