Task_name,Participant #,Absorption_response,Other_response,Problem_response,Words_response,Sounds_response,Images_response,Past_response,Distracting_response,Focus_response,Intrusive_response,Deliberate_response,Detailed_response,Future_response,Emotion_response,Self_response,Knowledge_response
Movie Task-summer,subject_44,5,106.4024133,7,7,5.3,5,9,8,10,3.4,7.7,5.7,7.7,10,7,8.7
Movie Task-summer,subject_44,5,88.2019903,6.2,10,2,2,6.3,10,7,2.9,5.4,6.6,6,6.8,10,8
Movie Task-summer,subject_44,5,190.6182414,7,7.5,2.5,2.8,5,6,7.9,4.3,10,7.4,4.7,3,7,8
Movie Task-summer,subject_44,5,130.6528009,10,9,8.5,6,4,5.9,2.5,2.4,6.5,10,5.3,8,7,4.2
Movie Task-summer,subject_44,5,12.4028722,5,4.7,8.3,3.1,7.2,7,4.6,5,4.4,6.2,4.1,6.7,4,3
Movie Task-c4,subject_44,-14,116.6472834,8.1,1,5.2,4.1,4.1,1,1,4.1,2.6,2,9,6,7,4
Movie Task-c4,subject_44,-14,189.1832727,2.2,2.8,3,4.2,3,3,3.8,3.7,1.1,2.5,3,10,1,4.5
Movie Task-c4,subject_44,-14,157.8768863,5.3,7.7,4.2,3.4,6,5.8,5,2.5,6.2,6.7,5.7,5,8,2
Movie Task-c4,subject_44,-14,127.4190245,2,2,3.6,6.3,6.2,4.7,6.1,2,6,5.7,2,4.1,4.5,1
Movie Task-c4,subject_44,-14,111.5900168,2,6,5,5,3.9,9,8,2.7,4,3,5,5,10,2
Movie Task-c4,subject_44,-14,23.8265966,3,9.1,6.5,10,5.1,6.5,7.7,3.4,3.8,4.7,5.5,4.4,3,1
Movie Task-lms,subject_44,11,89.7935835,5.9,9.2,3.8,4.6,4.3,6.3,9.2,4.5,5,6.1,6,7.7,1,6.5
Movie Task-lms,subject_44,11,142.6962919,5.5,10,8.9,6.1,6.7,7.4,9.2,5.7,7.6,9.2,4.9,5.5,5.9,4.3
Movie Task-lms,subject_44,11,157.0255597,6,5.9,7,8,10,8,8,7.6,7.9,6.4,9,5,5.5,5.6
Movie Task-lms,subject_44,11,97.009763,9,6.9,9,6.8,4.8,3,7.2,5,6,10,6,5,5.1,6.2
Movie Task-lms,subject_44,11,177.2902514,7.5,10,7,10,6,8,6.2,5,8.1,8,6.2,9,8,5.9
Movie Task-lms,subject_44,11,5.6955255,9,5,7,3,8,5,3,5,3.7,6.3,4.7,5,1.7,1.1
Movie Task-summer,subject_46,14,228.6721747,5.4,5.3,1,8,7,6.5,3.1,1.4,2.4,6.1,5.5,7.4,4,6.4
Movie Task-summer,subject_46,14,117.9265775,9.9,10,2,8,3.3,5.2,5.8,1,1,2,7.1,8.9,9,10
Movie Task-summer,subject_46,14,146.9148278,9.2,9.2,3.7,8.7,6,3.5,6.6,1,1,5.4,9,7,6.2,3.7
Movie Task-summer,subject_46,14,102.0963298,7.1,7,7.1,7.7,2.5,3.2,7.8,1,1,7,6.5,3.5,2.6,2.6
Movie Task-summer,subject_46,14,161.261038,10,10,7.1,8,7,2.1,3.1,1,1,2.4,2.9,1.8,8.3,1
Movie Task-summer,subject_46,14,15.1572739,10,8,3,9,1,4.1,5.1,1,1,6.5,5.7,8,8.1,6.6
Movie Task-lms,subject_46,-10,186.166363,5.3,6,8.2,7,1.5,1,1,1,1,4,8,5,1,1
Movie Task-lms,subject_46,-10,100.1452517,5.4,7.3,7.1,7.5,5.1,4.5,1.9,1,1,3.2,6.8,6.4,3.1,5.6
Movie Task-lms,subject_46,-10,92.6226098,7.3,6.3,5.3,6.4,4.2,2.2,5.5,3.2,2.4,6,3.2,2.3,1,2.6
Movie Task-lms,subject_46,-10,190.5667223,9,8.3,9.5,5.4,3.4,1.7,5,1,1,5.7,2.5,5.1,5.7,10
Movie Task-lms,subject_46,-10,129.7854913,8.5,10,6.5,6.4,2.1,2.3,1,1,1,2.4,3.2,7,7.9,2.1
Movie Task-lms,subject_46,-10,9.1905976,8.4,9.6,1,1,3,8.8,1,1,1,7.5,1,8.2,10,2.1
Movie Task-c4,subject_46,-12,182.8014325,7.7,7.9,1,10,10,1,1,2.2,2.2,4.4,2.5,1,7.7,5
Movie Task-c4,subject_46,-12,144.3464549,5.5,8,1,10,10,1,3,1,1.7,6,1.8,5.2,7.8,3.4
Movie Task-c4,subject_46,-12,115.9087154,7.7,10,1.5,8,1,1,7.6,5.6,6.3,7,4,5.8,1,5
Movie Task-c4,subject_46,-12,97.9758031,6.4,10,1,8,1,1,1,2,2,6,2,2.5,1,4.8
Movie Task-c4,subject_46,-12,188.4633031,6,10,1.9,10,1,10,1,1,1,6.3,1.6,5,5.6,3
Movie Task-c4,subject_46,-12,9.3344726,7.3,10,1.9,10,10,6.8,2.9,2.1,2.1,6,1.8,6.6,6.6,5
Movie Task-lms,subject_47,6,242.3619813,6,2.2,7.8,4.8,7.6,6.8,5,3.6,5.9,4.6,5.1,10,2.5,7
Movie Task-lms,subject_47,6,122.1803764,3.6,7.1,7.5,4.7,6.1,5.8,4.4,2.4,3.6,5,5.9,5.3,6.6,7.5
Movie Task-lms,subject_47,6,146.4165,5.7,7.4,7.3,2.1,8.9,9.2,8.5,6,4.4,5.5,8.1,7.2,7.9,8.8
Movie Task-lms,subject_47,6,104.6498287,3.6,6.7,7.2,4.9,7.7,9.5,4,3.7,3.1,4.4,6.5,3,7.6,6
Movie Task-lms,subject_47,6,161.3285908,6.2,7.2,7.1,7.4,7.1,4.7,4.7,3.5,7.4,5.2,4.5,4.4,6.7,4.8
Movie Task-lms,subject_47,6,11.8750177,6.4,6.2,6.5,7.3,7.3,4.5,6.3,3.9,6.9,2.3,6.6,3.5,6.9,7.3
Movie Task-summer,subject_47,5,116.478796,6.4,7.5,6,7.5,3.6,6.9,6.2,4.3,6.3,7.1,5.7,3,7.3,8.6
Movie Task-summer,subject_47,5,201.526471,7.1,4.9,4.7,6,7.9,5,4,4.6,3.6,8.6,7.6,7.6,7,6.7
Movie Task-summer,subject_47,5,162.762895,8.4,7,4.5,7.1,8.3,8.8,7.1,6.4,5.1,7.3,2,8.3,7.4,7.4
Movie Task-summer,subject_47,5,130.9051152,7.5,6.9,7,7.2,7.9,6.9,7,4.3,3.1,7.3,6.7,6.2,7.4,3.6
Movie Task-summer,subject_47,5,114.642768,8.3,7.7,7.1,8.4,2.2,2,7.1,8.6,4.5,6.2,8.1,4.7,7.1,8.6
Movie Task-summer,subject_47,5,7.1344164,4.5,4.5,9.5,7.2,8.6,7.8,7.8,3.4,4,4.6,6.4,3,6.5,4.3
Movie Task-c4,subject_47,9,105.3702853,6.7,7.8,7.7,7.2,7.7,5.9,8.1,5.8,7.9,5.8,2.5,2.9,6.8,6.8
Movie Task-c4,subject_47,9,114.257272,3.9,7.8,5.7,7.9,6.8,7,3.9,2.1,6.6,7.7,3.6,4.9,6.5,8.6
Movie Task-c4,subject_47,9,130.854552,8.2,4.5,3.3,3.8,7.9,3.4,5.9,3.8,3.1,5.9,2.4,4.4,5.7,3.9
Movie Task-c4,subject_47,9,141.4961214,7.5,3.6,5.7,4.8,3.7,4.6,5.5,3.3,3.2,4.3,4,3,6.7,4.1
Movie Task-c4,subject_47,9,162.5792924,5.4,7.6,7.2,3.2,5.3,4.2,2.6,3.5,5.6,4.6,8,3.8,7.1,4.2
Movie Task-c4,subject_47,9,3.6916933,7.4,5.9,4.5,8.3,3.9,4.8,6.7,5.1,1,6.2,3,7.2,6.1,5.5
Movie Task-summer,subject_48,-11,156.213301,5.8,7.4,4.7,7.1,5,8.7,6.7,4,2.9,7,4.3,5,8.5,8.7
Movie Task-summer,subject_48,-11,206.1954193,8,8.6,7.5,7.9,6.5,9.2,6.9,6.1,3.8,7.2,5.2,8.3,9.8,9.1
Movie Task-summer,subject_48,-11,85.2171319,5.3,6,7.5,6.8,7.7,7.5,7.6,7.4,4.8,3.4,8.4,7.5,8.6,5.6
Movie Task-summer,subject_48,-11,69.7554266,7,7.6,8.4,8.2,5.9,8.7,7.4,7.2,7,7.1,5.4,8.5,5.2,4.3
Movie Task-summer,subject_48,-11,174.1881681,8.8,9,6.7,5.7,6.1,7.9,8,4.7,2.9,7.7,2.2,8.7,8.6,3.3
Movie Task-summer,subject_48,-11,5.7293193,6.9,7.7,5.8,6.5,5.2,5.9,5.7,4.1,4.3,7.6,7.5,8.3,6.1,2.2
Movie Task-c4,subject_48,5,99.312942,3.1,5,4.8,7.4,7.4,3.3,5,8.1,9.3,8.1,9.1,2.3,5.9,5
Movie Task-c4,subject_48,5,143.52883,7.2,7.4,7.4,6.6,6.3,7.4,7.6,7.4,4.8,6.8,3.7,6.9,8.3,6.3
Movie Task-c4,subject_48,5,158.1078797,9.1,8.3,4,6.7,5.4,8.2,9,8.3,9.6,7.7,3.5,3.7,4.5,5.8
Movie Task-c4,subject_48,5,98.5097218,9,9.3,6.8,6.6,4.2,6.2,8.4,10,8.5,8.8,1.3,7.5,9,6.5
Movie Task-c4,subject_48,5,173.2536171,9.5,9.2,7.7,6,7.2,6.9,7.4,9,9.3,8.9,3.3,7.3,7.1,7
Movie Task-c4,subject_48,5,8.862191,9.1,9,6.3,3.1,3.2,3.9,7.5,10,8.7,9.4,3,3.6,8.6,6
Movie Task-lms,subject_48,12,116.2615516,2.2,6,7.2,8.5,7.5,2,4.8,2.8,1.8,3.1,5,4.2,4,7.2
Movie Task-lms,subject_48,12,204.7607766,5.8,10,5.9,5.6,8,8.9,4.3,5,5.5,7.6,3.5,7.3,7,3.4
Movie Task-lms,subject_48,12,83.6323296,6,8.2,8.4,8.2,5.6,7.9,4.5,4.1,4,6.5,3.9,7.2,7.1,6.6
Movie Task-lms,subject_48,12,67.9195063,7.7,8.2,6,7.9,7.2,6,4.2,5.1,3.5,8,8.2,6.2,6,8.6
Movie Task-lms,subject_48,12,171.3345074,5.9,7.4,4.3,5.5,6.5,7.1,5.8,4.2,6.5,7.2,4.9,6.1,7,6.8
Movie Task-lms,subject_48,12,3.8414932,5.7,6.1,5.6,4.6,6.4,6.5,5.8,5.8,5.7,7.9,5,6.9,5.4,4.7
Movie Task-lms,subject_49,8,178.3151651,2.1,6,1,9.5,1,10,1,1,1.1,1.5,6.4,5.2,3.5,8.1
Movie Task-lms,subject_49,8,121.7119454,2.6,7.8,1,9,6.3,10,1,1,1,1.5,3.7,7,1,7.7
Movie Task-lms,subject_49,8,159.9437219,1.3,9.2,1,9.7,7.5,9.4,1,1,1,2.1,3.7,3.1,1.8,7.8
Movie Task-lms,subject_49,8,159.2754381,1,9.2,1,7.4,7,9.4,2.2,1,1,2.6,3,4.1,1,8.5
Movie Task-lms,subject_49,8,99.595514,4.5,8.7,1,8.5,4.2,9.3,1.2,1,1,4.6,4.1,3.4,3.2,6.8
Movie Task-lms,subject_49,8,6.240849,1,8.3,1,8.6,1,7.9,1,1,3.6,3.3,3.6,3.1,5.8,8.6
Movie Task-c4,subject_49,12,153.107486,3,3.8,1,7.3,2.9,3.7,1,6.9,5.4,4.5,4.1,3.3,5.8,8.4
Movie Task-c4,subject_49,12,70.839426,1.7,6.3,1,6.6,2.3,7.7,1.6,4.8,4.1,4.2,2.6,3.4,1,5
Movie Task-c4,subject_49,12,218.72434,7,8.5,1,8.3,2.3,8.8,7.2,1.6,1.7,4.7,6.9,6.6,2.8,4.5
Movie Task-c4,subject_49,12,84.91674,3.4,8.5,1,8.5,2.5,7.9,7.1,1.3,1,3.4,4.5,5.2,1.2,5.6
Movie Task-c4,subject_49,12,128.835786,3.5,4.2,1,8.4,5.1,7.8,5,2.4,1,3,3,7.2,1.4,3.1
Movie Task-c4,subject_49,12,8.256315,5,8.7,1,8.8,1.8,8,3.5,1.1,1.2,2.9,3.5,3.4,1.8,3.7
Movie Task-summer,subject_49,6,192.52513,3,8,1,8.4,7.3,7.6,2.1,2.5,1,4.3,3.7,6.1,6.2,6.8
Movie Task-summer,subject_49,6,52.375749,3,8.6,1,8,7.7,9,1.8,1,1,2.4,6,7.5,9,10
Movie Task-summer,subject_49,6,95.926731,1.8,8.1,1,8.8,1,7.9,1,1,1,3.3,7.5,5.9,4.5,9.9
Movie Task-summer,subject_49,6,188.533309,4.3,10,1,6.7,6.5,7.6,1,1,1,3.5,7.9,6.6,6.2,2.8
Movie Task-summer,subject_49,6,67.685763,3.7,7.3,3.3,7.9,7.3,8.4,2.8,1,1,2,6.6,6.2,6.6,3.1
Movie Task-summer,subject_49,6,5.014505,3.7,8.2,1,7.2,7.7,8.3,1,1,1,2.9,5.7,7.4,1.2,3.3
Movie Task-c4,subject_50,14,150.1009965,1,10,1,10,8.5,4,1,1,10,1,10,6.6,7.8,8
Movie Task-c4,subject_50,14,186.0150541,6,10,4.8,10,1,10,10,1,3.9,1,5.3,3.7,1,4.6
Movie Task-c4,subject_50,14,125.3160329,2.9,9,6.2,8,1,7.8,7.1,4.2,2.8,1,1,3.3,1,2.8
Movie Task-c4,subject_50,14,120.7961799,6.4,8.8,2.8,4,7.5,9,10,6.2,3.2,1,3.9,1.1,1,3.4
Movie Task-c4,subject_50,14,156.824628,5.2,9.5,7.2,9.4,1,10,9.6,3.9,2.6,1,5.3,7.5,6,2.2
Movie Task-c4,subject_50,14,13.253578,6.7,8.6,3.5,8,1.3,8.3,8.9,2.6,1.8,1,5.7,6.5,3.2,2
Movie Task-summer,subject_50,-10,187.621912,1,8.3,1.9,10,1.2,2.5,1,1,1.1,1,2,1.9,2,7.8
Movie Task-summer,subject_50,-10,112.522734,1.8,9.8,1.7,10,2.1,8.3,2.7,1,1.3,1,2.8,1.9,1.1,6.2
Movie Task-summer,subject_50,-10,100.230025,4.3,9,1.1,8.9,1,8,6.3,1,1.6,1,5.9,6.2,8,3.8
Movie Task-summer,subject_50,-10,142.62968,6.7,10,1,9.6,1,4,2.9,1,1.6,1,4.9,3.6,8.6,1.5
Movie Task-summer,subject_50,-10,97.89437,3.7,10,1,10,1.5,8.1,6.8,1,1,1,6.7,6.3,8.2,1.1
Movie Task-summer,subject_50,-10,6.182301,3.3,9.3,3,10,2.9,2,7.6,2.2,3.3,1,3.4,3.7,7.1,6
Movie Task-lms,subject_50,-13,89.252548,2.1,8.3,1,9.1,1,3.3,1.6,1,2.9,1,3.8,2,6.7,5
Movie Task-lms,subject_50,-13,158.509184,6.5,10,1,10,1,7.8,6.8,1,1,1,7.2,7.2,6.4,1
Movie Task-lms,subject_50,-13,112.306961,3.2,7.9,7.5,8.7,2.1,8.6,4.1,1,3.6,1,4,3,7.9,4.6
Movie Task-lms,subject_50,-13,114.909297,2.6,8.5,7.6,7.9,2.4,6.7,1.5,2.8,2.6,1,4.5,3.3,8,5.6
Movie Task-lms,subject_50,-13,143.563972,1.5,8.3,1.4,9,2.3,7,7.2,6.8,8,1,5.3,2.9,6.6,3.3
Movie Task-lms,subject_50,-13,5.131431,3.3,7.5,2,7.7,3.3,4,1.4,6.4,7.9,1,3.8,3.1,8,7
Movie Task-summer,subject_51,15,175.4440769,4,10,1.5,5.2,6.8,4,10,8,5.1,4.8,2.6,3.1,7.5,7.9
Movie Task-summer,subject_51,15,136.2922455,7,8.6,7.2,6.2,3.9,3,4,1,3.8,2.6,8.4,7.1,8.6,6.7
Movie Task-summer,subject_51,15,114.4231919,8,9.7,2.9,7.1,3,5.3,7.4,1,3.8,2.2,3,6,8.3,2
Movie Task-summer,subject_51,15,192.0524141,6.4,8,8,6.7,3.6,7.2,6.7,1.8,3.3,4.6,6,8.4,8.3,3.8
Movie Task-summer,subject_51,15,61.39771,7.1,10,6.6,9,4.1,5.7,4,1,7.7,4.5,4,6.9,5.5,2.8
Movie Task-summer,subject_51,15,5.395856,7.9,8.5,7.5,6.6,5.3,4.8,4,3,2.6,4.8,4.9,7.1,7.8,4.3
Movie Task-c4,subject_51,12,185.901716,6.4,7.7,2.1,7.4,4,6,5.1,4.9,6.4,3,4,3.6,9.6,5.8
Movie Task-c4,subject_51,12,114.672478,4.6,8.1,2.1,7.3,4.1,5.2,4.1,6.7,7.8,4.2,4.7,4.7,9,5.8
Movie Task-c4,subject_51,12,160.725624,5.9,8,3.6,6,2.8,3.4,4.9,3.9,4.8,2.9,4.5,3,9,5.5
Movie Task-c4,subject_51,12,159.592012,3.8,7.7,3,5.9,8.1,4.2,4.7,6.4,9,4.2,6,6.6,6.6,5
Movie Task-c4,subject_51,12,100.913043,5.6,5.8,4.2,5.2,5,6.8,7,4,8.6,3.5,5.4,6.4,8,6
Movie Task-c4,subject_51,12,9.896085,6,6.7,4.6,5,5.4,7.3,6.8,3,4,4.5,3,5.6,8.8,4.6
Movie Task-lms,subject_51,-6,180.712814,4.7,8,5,7,4.1,7.5,3.3,4.1,6.8,4.9,7,6.8,6.1,2
Movie Task-lms,subject_51,-6,112.405129,6.4,7.4,5,6.3,5.3,6.7,7,4.7,7.9,4.7,4,5.5,10,5
Movie Task-lms,subject_51,-6,103.931484,7.4,7,3.8,6.1,3.4,4,5.8,7.2,5.5,4.8,5,5,8,4.9
Movie Task-lms,subject_51,-6,145.212367,10,10,4.6,7,6.5,3,7.3,3,4,4.3,6.5,6,7.4,6.8
Movie Task-lms,subject_51,-6,100.110715,7,10,6,7.4,5,9,7,4,4.1,5.3,6.2,6.5,9,6.9
Movie Task-lms,subject_51,-6,8.759385,6.8,7.3,2.7,6.7,4.4,6.5,5.6,5,6.1,3.5,4.8,3,8.3,6
Movie Task-lms,subject_52,11,185.5704769,9.1,9.2,5.6,8.9,8,7.7,5,1.5,9.3,4,6.7,5.1,6.6,2.9
Movie Task-lms,subject_52,11,135.6411949,9.6,9,4.5,9.6,8,8.6,6.8,1.3,9.5,5.4,7,7.1,6.5,9.3
Movie Task-lms,subject_52,11,117.8430909,3,4.4,3,3,8,3,5.3,6.6,4,7.9,3,2.6,5.1,5.1
Movie Task-lms,subject_52,11,195.3543883,8,8.9,8.1,6.1,5.9,8.4,7.9,6.5,8.7,6.4,3.5,9.2,7.1,7.7
Movie Task-lms,subject_52,11,54.2591976,9,9.5,3,6.6,6.7,5.3,2.2,1.9,7.5,4.3,2.7,8.3,3.4,7.4
Movie Task-lms,subject_52,11,8.2137856,9.9,9.6,2.7,5.6,8.4,6.5,1.7,1.3,8.8,3.3,1.9,5.6,7.7,8.4
Movie Task-summer,subject_52,-5,200.4506431,8.9,6.7,3.6,9.3,6,9,8.4,3.3,7.1,6.5,5.4,7.6,9,10
Movie Task-summer,subject_52,-5,115.7578897,8.8,8.2,1.5,8.6,8,5,8.7,2.9,8.6,5,4.1,8,4,9.1
Movie Task-summer,subject_52,-5,143.7635056,6.1,8,3.6,8.5,7.4,5.8,7.6,2.8,9.2,6.3,3,7,4.8,5.5
Movie Task-summer,subject_52,-5,98.2440931,6.6,9.6,4.9,6.8,4,7,4.8,1.6,9.3,8.6,4.2,5,6.1,3.7
Movie Task-summer,subject_52,-5,159.6770212,6.1,7.6,4.4,8,5.7,5.6,8,3.2,8.2,8.2,2.7,8.7,6.5,6.4
Movie Task-summer,subject_52,-5,17.9459355,6.4,8,5.1,8,5.1,8.5,6,3.5,8.1,6.7,2.6,5,4,7
Movie Task-c4,subject_52,-15,168.1411604,8.7,3.6,3,9.5,8.4,2.8,3.5,8.3,3.4,9.4,1.4,4.5,8,2.8
Movie Task-c4,subject_52,-15,162.3789828,8,3.4,7.9,9.4,6.6,2.3,7,3,8,5.9,7.6,8.1,4.1,2.5
Movie Task-c4,subject_52,-15,114.5243728,9,8.4,5.1,8.4,7.3,8.5,8.9,4.1,8.9,8.3,3,8.9,6.4,2.5
Movie Task-c4,subject_52,-15,129.5533116,8,4.8,4,8.7,4.3,3,8.1,6.9,5.6,8.9,1.9,7.3,6.2,2
Movie Task-c4,subject_52,-15,129.2853035,8,8.1,8.5,9,5.4,5.4,3.4,4.1,6.7,7.4,3.7,5.8,5.3,2.4
Movie Task-c4,subject_52,-15,6.6678597,8.9,8.4,6.7,8.3,7.9,2.7,5.3,1.2,9.1,7.3,3.3,7.8,6.8,2
Movie Task-lms,subject_53,-10,202.2842898,6.9,10,1,10,1,1,2,1,10,5.9,9,3.8,1,2.4
Movie Task-lms,subject_53,-10,61.6486719,10,5.1,1,10,1,1,1,1,1,3,5.8,4.6,1,2.2
Movie Task-lms,subject_53,-10,99.0448147,1,5.6,1,5,1,1,1,7.2,1,1,6,1,1,4.9
Movie Task-lms,subject_53,-10,188.4834654,1,1,1,1,1.1,1,1,3.2,1,1,3.3,1,1,7.9
Movie Task-lms,subject_53,-10,75.4601317,1,5.7,1,1,1,1,1,2.1,3.2,1,2.9,1,1,5.2
Movie Task-lms,subject_53,-10,6.9128538,7,4.1,1,3.8,1,1,1,1,1,1,6.3,1,1,5.1
Movie Task-c4,subject_53,13,117.6127072,7.5,7.3,1,10,1,1,1,1,2.1,1,8.2,4.6,1,4.4
Movie Task-c4,subject_53,13,114.8237843,4.2,6.7,1,5,1,1,1,7.9,1,4.9,6.8,4.4,1,4.6
Movie Task-c4,subject_53,13,143.4639641,1,4,1,7.5,1,1,9,2.5,1,2.8,6.9,1.5,1,3
Movie Task-c4,subject_53,13,125.732431,3,1,1,2,1,3,1,5.8,2,2,2,2.5,1,5
Movie Task-c4,subject_53,13,103.114486,1,5.9,1,1,1,2.8,2.8,2.8,2.2,3.9,2,1,1,1
Movie Task-c4,subject_53,13,10.7833339,1,5.9,1,7.1,1,1,1,3.2,2.3,1,4.8,1,1,1
Movie Task-summer,subject_53,-11,154.8643279,1,3.7,2,1,1,1,1,1,2.7,1.3,2.8,1,1,6.4
Movie Task-summer,subject_53,-11,69.0378932,1,10,1,5.9,1.2,8.2,1,1,2.6,1,5.3,1,1,8.5
Movie Task-summer,subject_53,-11,218.5733261,3.5,7.2,1,8.5,1,1,2.2,1,2.9,1,8,6.3,1,8.3
Movie Task-summer,subject_53,-11,68.0537429,1,8.5,1,5.3,1,2,1,1,2.3,1,1.8,1,1,8.2
Movie Task-summer,subject_53,-11,127.2513081,10,10,1,8.1,1,1,1,1,1,6.6,10,6.9,1,3.6
Movie Task-summer,subject_53,-11,7.364906,10,5.7,1.3,1,1,1,1,1,1,1.4,2.6,1,1.6,2.9
Movie Task-lms,subject_54,8,222.0927106,5.5,10,6,7.5,7.2,10,10,6.5,9.7,6.2,3.4,8,7.1,1
Movie Task-lms,subject_54,8,163.7801209,7.5,9,7.2,5.2,6.6,9.5,8.9,7.4,10,9,2.5,9.3,6.2,2.5
Movie Task-lms,subject_54,8,120.5953287,1.7,6.2,2.1,8.3,2.8,6.2,1,1,2,3.6,4.9,2.5,5.4,7.5
Movie Task-lms,subject_54,8,134.0235544,6,7.7,1.9,4.5,4.9,7.6,7.4,2.7,6.3,6.8,5.4,4.2,4.5,5
Movie Task-lms,subject_54,8,131.9877173,6.8,9,2.7,4.2,3.2,9,10,7.3,8.8,8.2,2.9,9.4,3.6,4
Movie Task-lms,subject_54,8,11.2309529,2.2,1.5,2,2.7,1,1,1,1,1,1.9,8.7,2.2,7.3,5
Movie Task-summer,subject_54,-10,149.3740231,2.6,2.8,1,7.7,1,4.5,2.6,1,3,1.3,6.1,2.6,1,5
Movie Task-summer,subject_54,-10,145.3481661,3.3,7.3,1.9,6.1,3.9,5.3,1.2,2.4,6.2,1.5,8.2,1,4.8,7.2
Movie Task-summer,subject_54,-10,189.7009522,2.3,1.8,1,3.8,1.2,3.5,1,2.9,1.4,2.4,2.5,1.1,2.5,6.7
Movie Task-summer,subject_54,-10,118.0449415,1,3,4.8,5.8,2.8,3,1,1,1.8,1.8,1.6,2.4,3.6,4.6
Movie Task-summer,subject_54,-10,144.7149276,1.5,2.4,1,1,1,1.9,5.5,1,2.2,3.5,1,1.8,5.6,4.5
Movie Task-summer,subject_54,-10,8.7681373,1.1,5.7,1,3.9,1,1,1,5.1,1,1,7.3,1,1,5
Movie Task-c4,subject_54,-9,183.4557619,1,1,1,2.4,1,1,1,1,1,1,2.6,1,1,5
Movie Task-c4,subject_54,-9,98.9968168,1.4,6.5,1,4.8,1,3.1,2.4,2.6,6.5,3.3,7.3,1,4.8,2.2
Movie Task-c4,subject_54,-9,84.7004012,1.5,5.3,1.6,4.6,1,1,2.5,3,7.6,3.4,2.7,4,1,4.9
Movie Task-c4,subject_54,-9,190.4021273,2.4,8.9,1.7,5,1,2,3.6,4.3,7.5,4.3,8.7,4.9,4.5,1.5
Movie Task-c4,subject_54,-9,128.9532306,3.5,8,1.9,5.7,1.3,2,3.2,2.2,3.2,3.1,6,2.1,8,3.6
Movie Task-c4,subject_54,-9,6.4999685,5.2,8.5,2.9,4.8,1,1.9,4.8,2.3,7.6,2.1,4.3,3.4,5.2,2.9
Movie Task-lms,subject_55,8,135.0181776,6.7,8,5.2,10,2.5,7.5,6.4,6.7,4.3,2.1,5.3,9,6.6,9.1
Movie Task-lms,subject_55,8,118.743321,2.8,5.6,4.2,10,7,5.3,6.1,2.5,2.1,3.5,7.5,5.5,6.7,2.6
Movie Task-lms,subject_55,8,131.8715753,7.5,4.5,7.7,10,4.6,4.3,4.8,8.1,6.9,3.8,6.4,5,2.8,8.7
Movie Task-lms,subject_55,8,144.4815313,3.9,2.2,3.1,10,5.1,4.1,2.6,3.4,3.6,3.8,3.6,3.1,2.3,4.2
Movie Task-lms,subject_55,8,158.2441502,6.9,7.2,6.8,10,4,4.2,4.3,6.9,6.7,7.3,2.9,5.1,7.4,7.2
Movie Task-lms,subject_55,8,5.1442779,5.3,3.1,3.6,10,3.2,5,3,3.7,4,2.5,3.7,3,3.9,5.7
Movie Task-c4,subject_55,11,172.4207185,4.7,1.8,2.6,10,5.9,3.1,2.7,6.5,3.9,6.5,2.7,4.3,3.6,3.1
Movie Task-c4,subject_55,11,143.2632805,5.1,7.3,5.3,10,3.6,4.1,3,6,4,7.8,7.7,5.6,6.2,2.9
Movie Task-c4,subject_55,11,127.8346675,8.4,7.4,8.5,10,3.1,2.7,3.1,9.1,7.6,3,8.4,9.7,8,7.2
Movie Task-c4,subject_55,11,112.3221318,7.5,8,7.7,10,3.2,7.3,3.1,7.1,3.7,6.8,6,6.8,8.4,8.2
Movie Task-c4,subject_55,11,142.0967028,9.7,8.2,8.7,10,2.5,5.5,8.2,7.8,2.7,6.9,5.7,7.5,8.6,7.7
Movie Task-c4,subject_55,11,4.7156686,7.9,7.7,8.1,10,1.7,6.7,3.9,8,3.4,7.4,3.6,7,8,5.7
Movie Task-summer,subject_55,-7,99.9998187,6.1,4.7,9.7,10,2.3,5.9,8.1,6.2,6.1,6.2,3.8,6.7,8.4,6.9
Movie Task-summer,subject_55,-7,113.0728834,6.9,6.7,2.6,10,3.7,4.5,7.7,7.2,4.5,6.1,4.6,7.5,2.1,7.5
Movie Task-summer,subject_55,-7,127.1176224,7.7,7.7,5.5,8.8,3.4,3.5,3,7.5,6.5,6.7,3.7,6.4,7.4,6.3
Movie Task-summer,subject_55,-7,141.6627972,8.8,6.4,3.2,8.7,5.1,4.7,5.2,8.2,7.3,7,3.3,6.3,6.8,7
Movie Task-summer,subject_55,-7,157.5934629,7.2,7.5,3.2,9.7,3,5.2,5.1,5.3,4,4.9,3.5,6.4,4,7.6
Movie Task-summer,subject_55,-7,4.5484182,8.3,8.2,2.6,8.9,2.5,2.9,2.9,3.2,2.9,3.7,7.4,7.7,2.7,7.4
Movie Task-lms,subject_56,-9,177.5848379,1,1,1,8,1,1,1,1,1,1,5.1,3.3,1,5.1
Movie Task-lms,subject_56,-9,148.0170018,5,6.1,7.7,7.9,5.7,7,7,7,1,8.1,2.1,7.6,1,3
Movie Task-lms,subject_56,-9,116.4093965,2,4,5,1,5.7,8,5.6,4,5,5.2,5.6,5.5,5.5,5
Movie Task-lms,subject_56,-9,99.2948382,3,4.4,1.5,7.2,7.3,6.6,7.1,5.2,4.8,5.6,4.2,6.9,5,5
